10.2 Monthly Average Wholesale Price- 2018,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,(Per Quintal/Taka),Sl no,Name of Comodity,Year-2018,241,",,",Khesari,"2,979","3,060","3,080","3,077","3,069","3,170","3,151","3,098","3,042","3,105","3,100","3,094",SL:,Name of crops,2012-2013,2013-14,2014-15,2015-16,2016-17,2017-18
(Per Quintal/Taka),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sl no,Name of Comodity,,Year-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"1,363",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Danta,,"1,620","1,381","1,218","1,226","1,249","1,410","1,333","1,358","1,592","1,577","1,553",,,226.0,",,","1,570",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"1,424",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Cauliflower,,"1,547","1,386","1,779","2,017","3,167","1,809","4,375","3,500","5,002","2,412","1,591",,,227.0,",,","2,376",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"2,580",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Cabbage,,"1,045",826,973,"1,581","2,522","1,703","3,225","2,925","3,366","1,893","1,198",,,228.0,",,","1,468",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"1,894",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olcopy,,"1,550","1,316","1,300",-,-,"1,700","3,000",-,"5,775","2,184","1,335",,,229.0,",,","2,010",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"2,241",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Carrot,,"1,885","1,629","1,831","2,889","3,938","4,652","5,124","5,051","6,912","5,186","2,638",,,230.0,Vegetable :,"2,950",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"3,724",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Greenbanana,,332,321,301,343,354,353,381,346,346,358,318,,,231.0,",,",384,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,345,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Radish,,"1,033","1,114","1,200","1,467","2,000","1,556","3,000","2,000","2,281","1,531","1,214",,,232.0,",,",905,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"1,608",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sugar Local,,"5,129","5,249","5,294","5,329","5,283","5,141","4,986","5,135","4,806","4,685","4,747",,,233.0,Others :,"5,094",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"5,073",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sugar Import,,"5,066","5,263","5,284","5,331","5,288","5,476","4,977","5,429","4,758","4,694","4,724",,,234.0,",,","5,034",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"5,110",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Akher Gur,,"6,253","6,275","6,317","6,453","6,401","6,418","6,304","6,409","6,255","6,137","5,918",,,235.0,Gur :,"6,170",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"6,276",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Khajur Gur,,"8,423","8,483","8,381","8,578","8,113","7,960","7,934","8,236","7,660","8,018","8,147",,,236.0,",,","8,415",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"8,196",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Iodin,,"2,928","2,882","2,876","2,901","2,875","2,849","2,869","2,850","2,760","2,822","2,765",,,237.0,Salt :,"2,977",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"2,863",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Ordinary,,"1,779","1,773","1,756","1,731","1,724","1,734","1,681","1,701","1,635","1,618","1,644",,,238.0,",,","1,827",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"1,717",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Masur Husk,,"2,606","2,609","2,604","2,559","2,656","2,606","2,623","2,655","2,598","2,675","2,587",,,239.0,"Bhushi
(Husk):","2,482",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"2,605",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Gram,,"3,256","3,275","3,295","3,300","3,324","3,293","3,387","3,352","3,356","3,350","3,252",,,240.0,",,","3,164",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"3,300",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"3,085",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,242.0,",,",Wheat,"2,577","2,580","2,566","2,556","2,560","2,598","2,649","2,719","2,673","2,683","2,653","2,661",,,,,,,,
,,,,,,,,,,,,,,,"2,623",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,243.0,",,",Paddy Husk,"1,254","1,210","1,242","1,123","2,006","1,243","1,217","1,150","1,193","1,108","1,014","1,039",,,,,,,,
,,,,,,,,,,,,,,,"1,233",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,244.0,Firewood,Mango,535,515,516,502,515,516,519,524,520,520,519,522,,,,,,,,
,,,,,,,,,,,,,,,519,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2,3,4,5,6.0,7.0,8.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Aman Paddy Local,1510,1939,1736,1368.0,2023.0,2284.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Aman Paddy H Y V,1733,2113,1960,1566.0,2221.0,2590.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Aus Paddy Local,-,-,-,1336.0,1920.0,2173.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Aus Paddy HYV,-,-,-,1315.0,1920.0,2258.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Aus Paddy Pajam,-,-,-,,1625.0,2425.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,Boro Paddy Local,1564,1789,1688,1433.0,1870.0,2175.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Boro Paddy HYV,1724,1909,1848,1622.0,2038.0,2514.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Wheat,2203,2248,2103,2045.0,1996.0,2123.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Mash,5961,5079,6015,7415.0,7005.0,5735.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Masur,6877,7032,7028,8727.0,7605.0,5966.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,Mung,7129,7575,7445,6152.0,7083.0,6786.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,Gram,6161,4555,4845,6064.0,7667.0,7117.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,Motor,4786,4106,3651,5061.0,6453.0,4733.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,Kheshari,3961,3162,2791,4046.0,4978.0,3591.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,Mustard,4514,4037,4440,4335.0,4502.0,4815.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,Lin seeds,4557,4489,4389,4775.0,5309.0,5267.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,Til,4300,3997,4791,4271.0,3429.0,4152.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,Groundnut,7545,5067,6020,6621.0,6539.0,5766.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,Onion,2819,4165,2887,3356.0,2134.0,4057.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,Garlic,3949,7073,5902,7066.0,10955.0,5374.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,Chillies (dry),13413,13850,14351,13138.0,13988.0,13353.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,Chillies (green),3448,4648,3685,5057.0,4090.0,5539.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,Zinger,5494,11653,9573,7461.0,6509.0,7015.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,Turmeric,5859,5859,10200,12214.0,12284.0,12073.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,Corriander Seeds,4561,6900,11065,8479.0,7144.0,6720.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,Betel nut,19517,22284,24831,23155.0,22760.0,26664.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,Betel leaves,7392,5354,5354,5127.0,4583.0,5860.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,Jute (tossa),2825,3942,4556,4754.0,3988.0,3915.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,Jute (masta),2063,3153,3495,3919.0,3811.0,3679.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,Arum,1651,1775,1571,2211.0,2027.0,2349.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,karala,2105,2557,2598,2867.0,2898.0,2926.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,Jhinga,1729,1883,2212,2429.0,2296.0,2975.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,Ladys Finger,1717,1969,2071,2362.0,2375.0,2828.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,Cabbage,933,1114,929,1122.0,1439.0,1524.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,Pumkin,1388,1562,1306,1324.0,1446.0,1185.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,Beans,2031,2049,1924,1823.0,2587.0,2997.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,Punkin,1128,940,999,1047.0,1162.0,1775.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,Cucumber,1266,1720,1650,1981.0,1984.0,1933.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,Patal,1698,1816,2087,2246.0,2191.0,2628.0
